entry_time,range_pts,spread_pts,mins_after_range,dir,entry,sl,risk_money,profit_money,R,exit,close_pos
2026.01.05 02:18,957,32,3,buy,4380.36,4374.95,248.86,626.00,2.515,tp 4393.89,0.819
2026.01.06 02:16,518,28,1,buy,4442.13,4439.09,264.48,-142.00,-0.537,sl 4440.61,0.757
2026.01.08 02:16,336,25,1,buy,4466.12,4464.13,220.89,-228.94,-1.036,sl 4464.13,0.935
2026.01.12 02:17,1797,36,2,buy,4556.79,4545.29,253.00,631.09,2.494,tp 4585.54,0.962
2026.01.13 02:23,739,35,8,sell,4591.84,4595.67,271.93,697.63,2.565,tp 4582.27,0.873
2026.01.14 02:27,1078,35,12,buy,4609.56,4602.28,291.20,383.02,1.315,,0.766
2026.01.19 02:17,1083,30,2,sell,4664.67,4670.52,298.35,-306.79,-1.028,sl 4670.52,0.969
2026.01.20 02:18,367,25,3,buy,4667.89,4666.02,220.66,-235.45,-1.067,sl 4666.02,1.000
2026.01.21 02:28,692,36,13,buy,4779.53,4774.14,285.67,717.78,2.513,tp 4793.01,0.840
2026.01.26 02:20,929,39,5,sell,5033.53,5039.05,303.60,-308.03,-1.015,sl 5039.05,0.491
2026.02.02 02:16,10523,49,1,buy,4854.88,4793.34,307.70,-312.14,-1.014,sl 4793.34,0.996
2026.02.03 02:16,3021,63,1,buy,4797.87,4781.06,285.77,-154.65,-0.541,sl 4789.46,0.691
2026.02.04 02:16,4125,63,1,buy,4988.66,4966.86,283.40,721.11,2.544,tp 5043.16,0.980
2026.02.11 02:17,1364,60,2,sell,5029.29,5037.54,305.25,-315.62,-1.034,sl 5037.54,0.756
2026.02.17 02:26,1569,46,11,sell,4974.18,4983.33,292.80,732.18,2.501,tp 4951.31,0.765
2026.02.18 02:25,1112,35,10,buy,4870.27,4863.82,309.60,780.08,2.520,tp 4886.40,0.531
2026.02.23 02:20,3396,43,5,sell,5131.23,5149.53,329.40,-335.56,-1.019,sl 5149.53,0.828
2026.02.24 02:22,1728,52,7,buy,5237.49,5226.88,328.91,-333.35,-1.013,sl 5226.88,0.666
2026.02.26 02:16,1386,58,1,buy,5171.22,5162.25,313.95,782.86,2.494,tp 5193.65,0.870
2026.03.02 02:19,2347,96,4,sell,5360.62,5375.84,334.84,-169.52,-0.506,sl 5368.23,0.502
2026.03.03 02:17,1255,97,2,buy,5352.78,5342.90,326.04,-197.51,-0.606,sl 5347.84,0.916
2026.03.04 02:20,1972,77,5,buy,5126.62,5115.69,327.90,-331.85,-1.012,sl 5115.69,0.492
2026.03.05 02:17,1330,63,2,buy,5173.24,5165.87,316.91,-164.37,-0.519,sl 5169.55,0.881
2026.03.10 03:26,1042,64,11,sell,5130.25,5135.84,313.04,-161.38,-0.516,sl 5133.04,0.419
2026.03.11 03:19,1143,68,4,buy,5202.93,5192.32,307.69,371.11,1.206,,0.514
2026.03.12 03:16,1654,66,1,buy,5143.61,5133.73,316.16,794.17,2.512,tp 5168.31,0.791
2026.03.17 03:28,1182,68,13,sell,5001.30,5008.01,335.50,-174.50,-0.520,sl 5004.65,0.643
2026.03.23 03:16,4787,68,1,sell,4415.17,4449.12,339.50,848.89,2.500,tp 4330.30,0.767
2026.03.24 03:16,2596,68,1,sell,4418.43,4433.34,357.84,893.72,2.498,tp 4381.16,0.939
2026.03.25 03:28,1752,64,13,buy,4557.19,4545.99,380.80,957.99,2.516,tp 4585.19,0.740
2026.03.26 03:16,2961,68,1,buy,4528.83,4512.79,401.00,50.42,0.126,,0.996
2026.03.30 03:21,3297,114,6,buy,4454.53,4434.66,397.40,-200.84,-0.505,sl 4444.59,0.249
2026.03.31 03:16,1758,68,1,sell,4510.07,4519.22,393.45,1037.46,2.637,tp 4487.20,0.688
2026.04.01 03:16,1157,64,1,buy,4705.60,4699.10,422.50,1081.21,2.559,tp 4721.85,0.862
2026.04.02 03:16,1819,58,1,buy,4794.97,4784.09,446.08,-453.75,-1.017,sl 4784.09,0.959
2026.04.06 03:16,1890,56,1,buy,4628.89,4616.87,444.74,-467.86,-1.052,sl 4616.87,0.977
2026.04.08 03:21,2684,59,6,sell,4828.16,4843.80,422.28,1062.79,2.517,tp 4789.06,0.830
2026.04.13 03:16,856,60,1,buy,4675.19,4668.80,453.69,1137.74,2.508,tp 4691.17,0.897
2026.04.14 03:16,889,60,1,buy,4763.62,4755.88,479.88,-257.10,-0.536,sl 4759.75,0.911
2026.04.15 03:18,831,60,3,sell,4829.40,4835.67,476.52,-481.66,-1.011,sl 4835.67,0.733
2026.04.20 03:16,1047,61,1,buy,4756.39,4749.79,462.00,1174.83,2.543,tp 4772.89,0.710
2026.04.21 03:30,1037,61,15,sell,4820.08,4825.30,495.90,-256.27,-0.517,sl 4822.69,0.203
2026.04.23 03:16,2961,62,1,sell,4696.08,4713.23,480.20,-482.32,-1.004,sl 4713.23,0.977
2026.04.27 03:29,896,55,14,buy,4682.37,4676.48,477.09,1193.49,2.502,tp 4697.10,0.862
2026.05.04 03:23,1191,55,8,sell,4603.65,4610.32,506.92,-535.38,-1.056,sl 4610.32,0.359
2026.05.05 03:24,1089,55,9,sell,4517.31,4522.91,492.80,-259.00,-0.526,sl 4520.11,0.061
2026.05.06 03:21,864,56,6,buy,4599.08,4593.51,484.59,1240.23,2.559,tp 4613.01,0.273
2026.05.11 03:17,1111,55,2,sell,4679.70,4685.86,517.44,-268.42,-0.519,sl 4682.78,0.803
2026.05.12 03:18,1072,55,3,buy,4773.29,4763.77,514.08,-519.30,-1.010,sl 4763.77,0.784
2026.05.14 03:16,988,55,1,buy,4699.94,4694.25,495.03,-254.54,-0.514,sl 4697.09,0.818
2026.05.18 03:25,1957,51,10,sell,4517.29,4532.71,493.44,-250.34,-0.507,sl 4525.00,0.834
2026.05.19 03:25,1237,52,10,sell,4574.61,4582.94,483.14,379.09,0.785,,0.845
2026.05.20 03:25,1084,49,10,buy,4491.64,4485.05,494.25,1279.27,2.588,tp 4508.12,0.814
2026.05.21 03:16,845,50,1,buy,4550.52,4544.18,526.22,-565.53,-1.075,sl 4544.18,0.572
2026.05.26 03:19,1130,67,4,sell,4542.23,4554.15,512.56,358.04,0.699,,0.675
