entry_time,range_pts,spread_pts,mins_after_range,dir,entry,sl,risk_money,profit_money,R,exit,close_pos
2026.01.05 02:18,957,32,3,buy,4380.36,4374.95,248.86,506.86,2.037,tp 4391.18,0.819
2026.01.06 02:16,518,28,1,buy,4442.13,4439.09,261.44,-140.36,-0.537,sl 4440.61,0.757
2026.01.08 02:16,336,25,1,buy,4466.12,4464.13,218.90,-226.88,-1.036,sl 4464.13,0.935
2026.01.12 02:17,1797,36,2,buy,4556.79,4545.29,253.00,508.55,2.010,tp 4579.79,0.962
2026.01.13 02:23,739,35,8,sell,4591.84,4595.67,268.10,545.70,2.035,tp 4584.18,0.873
2026.01.14 02:27,1078,35,12,buy,4609.56,4602.28,276.64,363.86,1.315,,0.766
2026.01.19 02:17,1083,30,2,sell,4664.67,4670.52,286.65,-294.75,-1.028,sl 4670.52,0.969
2026.01.20 02:18,367,25,3,buy,4667.89,4666.02,213.18,-227.46,-1.067,sl 4666.02,1.000
2026.01.21 02:28,692,36,13,buy,4779.53,4774.14,274.89,547.38,1.991,tp 4790.31,0.840
2026.02.02 02:16,10523,49,1,buy,4854.88,4793.34,307.70,-312.14,-1.014,sl 4793.34,0.996
2026.02.03 02:16,3021,63,1,buy,4797.87,4781.06,285.77,-154.65,-0.541,sl 4789.47,0.691
2026.02.04 02:16,4125,63,1,buy,4988.66,4966.86,283.40,566.02,1.997,tp 5032.26,0.980
2026.02.11 02:17,1364,60,2,sell,5029.29,5037.54,288.75,-298.56,-1.034,sl 5037.54,0.756
2026.02.17 02:26,1569,46,11,sell,4974.18,4983.33,283.65,626.22,2.208,tp 4955.88,0.765
2026.02.18 02:25,1112,35,10,buy,4870.27,4863.82,303.15,604.03,1.993,tp 4883.17,0.531
2026.02.23 02:20,3396,43,5,sell,5131.23,5149.53,311.10,-316.91,-1.019,sl 5149.53,0.828
2026.02.24 02:22,1728,52,7,buy,5237.49,5226.88,307.69,-311.84,-1.013,sl 5226.88,0.666
2026.02.26 02:16,1386,58,1,buy,5171.22,5162.25,296.01,589.63,1.992,tp 5189.16,0.870
2026.03.02 02:19,2347,96,4,sell,5360.62,5375.84,319.62,-161.81,-0.506,sl 5368.23,0.502
2026.03.03 02:17,1255,97,2,buy,5352.78,5342.90,306.28,-185.53,-0.606,sl 5347.84,0.916
2026.03.05 02:17,1330,63,2,buy,5173.24,5165.87,302.17,-156.71,-0.519,sl 5169.56,0.881
2026.03.11 03:19,1143,68,4,buy,5202.93,5192.32,297.08,358.32,1.206,,0.514
2026.03.12 03:16,1654,66,1,buy,5143.61,5133.73,306.28,613.73,2.004,tp 5163.37,0.791
2026.03.17 03:28,1182,68,13,sell,5001.30,5008.01,328.79,-171.02,-0.520,sl 5004.66,0.643
2026.03.23 03:16,4787,68,1,sell,4415.17,4449.12,305.55,613.25,2.007,tp 4347.27,0.767
2026.03.24 03:16,2596,68,1,sell,4418.43,4433.34,342.93,688.12,2.007,tp 4388.61,0.939
2026.03.25 03:28,1752,64,13,buy,4557.19,4545.99,358.40,714.75,1.994,tp 4579.59,0.740
2026.03.26 03:16,2961,68,1,buy,4528.83,4512.79,368.92,46.38,0.126,,0.996
2026.03.31 03:16,1758,68,1,sell,4510.07,4519.22,375.15,906.39,2.416,tp 4491.77,0.688
2026.04.01 03:16,1157,64,1,buy,4705.60,4699.10,396.50,813.98,2.053,tp 4718.60,0.862
2026.04.02 03:16,1819,58,1,buy,4794.97,4784.09,413.44,-420.55,-1.017,sl 4784.09,0.959
2026.04.06 03:16,1890,56,1,buy,4628.89,4616.87,408.68,-429.92,-1.052,sl 4616.87,0.977
2026.04.08 03:21,2684,59,6,sell,4828.16,4843.80,391.00,781.82,2.000,tp 4796.88,0.830
2026.04.13 03:16,856,60,1,buy,4675.19,4668.80,415.35,829.04,1.996,tp 4687.97,0.897
2026.04.14 03:16,889,60,1,buy,4763.62,4755.88,433.44,-232.22,-0.536,sl 4759.75,0.911
2026.04.15 03:18,831,60,3,sell,4829.40,4835.67,432.63,-437.30,-1.011,sl 4835.67,0.733
2026.04.20 03:16,1047,61,1,buy,4756.39,4749.79,415.80,912.45,2.194,tp 4769.59,0.710
2026.04.23 03:16,2961,62,1,sell,4696.08,4713.23,445.90,-447.87,-1.004,sl 4713.23,0.977
2026.04.27 03:29,896,55,14,buy,4682.37,4676.48,429.97,871.21,2.026,tp 4694.15,0.862
2026.05.11 03:17,1111,55,2,sell,4679.70,4685.86,449.68,-233.27,-0.519,sl 4682.78,0.803
2026.05.12 03:18,1072,55,3,buy,4773.29,4763.77,447.44,-451.99,-1.010,sl 4763.77,0.784
